"Temáticas discutidas en los paneles","3"
"Temáticas discutidas en los paneles","2"
"Temáticas discutidas en los paneles","3"
"Temáticas discutidas en los paneles","3"
"Temáticas discutidas en los paneles","5"
"Temáticas discutidas en los paneles","1"
"Temáticas discutidas en los paneles","4"
"Temáticas discutidas en los paneles","5"
"Temáticas discutidas en los paneles","5"
"Temáticas discutidas en los paneles","4"
"Temáticas discutidas en los paneles","4"
"Temáticas discutidas en los paneles","4"
"Temáticas discutidas en los paneles","3"
"Temáticas discutidas en los paneles","4"
"Temáticas discutidas en los paneles","5"
"Temáticas discutidas en los paneles","4"
"Temáticas discutidas en los paneles","5"
"Temáticas discutidas en los paneles","3"
"Temáticas discutidas en los paneles","5"
"Temáticas discutidas en los paneles","5"
"Temáticas discutidas en los paneles","5"
"Temáticas discutidas en los paneles","5"
"Temáticas discutidas en los paneles","5"
"Temáticas discutidas en los paneles","5"
"Temáticas discutidas en los paneles","5"
"Temáticas discutidas en los paneles","5"
"Temáticas discutidas en los paneles","5"
"Temáticas discutidas en los paneles","5"
"Temáticas discutidas en los paneles","5"
"Temáticas discutidas en los paneles","5"
"Temáticas discutidas en los paneles","5"
"Temáticas discutidas en los paneles","5"
"Temáticas discutidas en los paneles","5"
"Temáticas discutidas en los paneles","5"
"Temáticas discutidas en los paneles","5"
"Temáticas discutidas en los paneles","5"
"Temáticas discutidas en los paneles","5"
"Temáticas discutidas en los paneles","5"
"Temáticas discutidas en los paneles","4"
"Temáticas discutidas en los paneles","4"
"Temáticas discutidas en los paneles","5"
"Temáticas discutidas en los paneles","4"
"Temáticas discutidas en los paneles","2"
"Temáticas discutidas en los paneles","4"
"Fecha del evento","5"
"Fecha del evento","3"
"Fecha del evento","3"
"Fecha del evento","3"
"Fecha del evento","5"
"Fecha del evento","1"
"Fecha del evento","2"
"Fecha del evento","3"
"Fecha del evento","3"
"Fecha del evento","5"
"Fecha del evento","3"
"Fecha del evento","3"
"Fecha del evento","1"
"Fecha del evento","3"
"Fecha del evento","4"
"Fecha del evento","4"
"Fecha del evento","5"
"Fecha del evento","3"
"Fecha del evento","3"
"Fecha del evento","1"
"Fecha del evento","1"
"Fecha del evento","1"
"Fecha del evento","1"
"Fecha del evento","1"
"Fecha del evento","1"
"Fecha del evento","1"
"Fecha del evento","1"
"Fecha del evento","1"
"Fecha del evento","1"
"Fecha del evento","1"
"Fecha del evento","1"
"Fecha del evento","1"
"Fecha del evento","1"
"Fecha del evento","1"
"Fecha del evento","1"
"Fecha del evento","1"
"Fecha del evento","1"
"Fecha del evento","4"
"Fecha del evento","4"
"Fecha del evento","3"
"Fecha del evento","3"
"Fecha del evento","3"
"Fecha del evento","2"
"Fecha del evento","4"
"Comida en el almuerzo","2"
"Comida en el almuerzo","2"
"Comida en el almuerzo","3"
"Comida en el almuerzo","3"
"Comida en el almuerzo","5"
"Comida en el almuerzo","1"
"Comida en el almuerzo","2"
"Comida en el almuerzo","4"
"Comida en el almuerzo","4"
"Comida en el almuerzo","5"
"Comida en el almuerzo","3"
"Comida en el almuerzo","4"
"Comida en el almuerzo","4"
"Comida en el almuerzo","4"
"Comida en el almuerzo","5"
"Comida en el almuerzo","1"
"Comida en el almuerzo","5"
"Comida en el almuerzo","3"
"Comida en el almuerzo","3"
"Comida en el almuerzo","3"
"Comida en el almuerzo","3"
"Comida en el almuerzo","3"
"Comida en el almuerzo","3"
"Comida en el almuerzo","3"
"Comida en el almuerzo","3"
"Comida en el almuerzo","3"
"Comida en el almuerzo","3"
"Comida en el almuerzo","3"
"Comida en el almuerzo","3"
"Comida en el almuerzo","3"
"Comida en el almuerzo","3"
"Comida en el almuerzo","3"
"Comida en el almuerzo","3"
"Comida en el almuerzo","3"
"Comida en el almuerzo","3"
"Comida en el almuerzo","3"
"Comida en el almuerzo","3"
"Comida en el almuerzo","3"
"Comida en el almuerzo","4"
"Comida en el almuerzo","2"
"Comida en el almuerzo","4"
"Comida en el almuerzo","4"
"Comida en el almuerzo","2"
"Comida en el almuerzo","4"
"Ambiente ","5"
"Ambiente ","2"
"Ambiente ","3"
"Ambiente ","3"
"Ambiente ","5"
"Ambiente ","1"
"Ambiente ","5"
"Ambiente ","4"
"Ambiente ","5"
"Ambiente ","5"
"Ambiente ","5"
"Ambiente ","5"
"Ambiente ","3"
"Ambiente ","5"
"Ambiente ","5"
"Ambiente ","5"
"Ambiente ","5"
"Ambiente ","3"
"Ambiente ","3"
"Ambiente ","3"
"Ambiente ","3"
"Ambiente ","3"
"Ambiente ","3"
"Ambiente ","3"
"Ambiente ","3"
"Ambiente ","3"
"Ambiente ","3"
"Ambiente ","3"
"Ambiente ","3"
"Ambiente ","3"
"Ambiente ","3"
"Ambiente ","3"
"Ambiente ","3"
"Ambiente ","3"
"Ambiente ","3"
"Ambiente ","3"
"Ambiente ","3"
"Ambiente ","3"
"Ambiente ","4"
"Ambiente ","5"
"Ambiente ","5"
"Ambiente ","5"
"Ambiente ","2"
"Ambiente ","4"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Facebook"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Radio"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Whatsapp"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Twitter"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Otro"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","0"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Otro"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Twitter"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Otro"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Otro"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Facebook"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Facebook"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Otro"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Otro"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Otro"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Facebook"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Twitter"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Otro"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Otro"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Facebook"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Facebook"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Facebook"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Facebook"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Facebook"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Facebook"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Facebook"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Facebook"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Facebook"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Facebook"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Facebook"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Facebook"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Facebook"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Facebook"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Facebook"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Facebook"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Facebook"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Facebook"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Twitter"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Whatsapp"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Whatsapp"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Facebook"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Facebook"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Facebook"
"¿Por qué medio te enteraste del IGF Bolivia 2018?","Facebook"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Gobierno electrónico"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 3: Privacidad en línea y protección de datos personales.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 2: Gobierno electrónico.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 2: Gobierno electrónico.;Mesa 7: Seguridad digital y cibercrimen.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 3: Privacidad en línea y protección de datos personales.;Mesa 7: Seguridad digital y cibercrimen.;Mesa 1: Infraestructura y servicios de internet en Bolivia.;Mesa 2: Gobierno electrónico.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","0"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 6: Libertad de expresión en internet: fake news, censura de internet, trolls y otras amenazas.;Mesa 7: Seguridad digital y cibercrimen.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 1: Infraestructura y servicios de internet en Bolivia.;Mesa 1: Infraestructura y servicios de internet en Bolivia.;Mesa 8: Democracia digital en los procesos electorales.;Mesa 7: Seguridad digital y cibercrimen.;Mesa 5: Economía digital y comercio electrónico.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 1: Infraestructura y servicios de internet en Bolivia.;Mesa 3: Privacidad en línea y protección de datos personales.;Mesa 6: Libertad de expresión en internet: fake news, censura de internet, trolls y otras amenazas.;Mesa 7: Seguridad digital y cibercrimen.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 2: Gobierno electrónico.;Mesa 5: Economía digital y comercio electrónico.;Mesa 6: Libertad de expresión en internet: fake news, censura de internet, trolls y otras amenazas.;Mesa 7: Seguridad digital y cibercrimen.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 7: Seguridad digital y cibercrimen.;Mesa 1: Infraestructura y servicios de internet en Bolivia.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 3: Privacidad en línea y protección de datos personales.;Mesa 2: Gobierno electrónico.;Mesa 4: La educación frente a los desafíos de la transformación digital.;Mesa 5: Economía digital y comercio electrónico.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 4: La educación frente a los desafíos de la transformación digital.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 5: Economía digital y comercio electrónico.;Mesa 2: Gobierno electrónico.;Mesa 7: Seguridad digital y cibercrimen.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 1: Infraestructura y servicios de internet en Bolivia.;Mesa 3: Privacidad en línea y protección de datos personales.;Mesa 2: Gobierno electrónico.;Mesa 7: Seguridad digital y cibercrimen.;Mesa 5: Economía digital y comercio electrónico.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 4: La educación frente a los desafíos de la transformación digital.;Mesa 5: Economía digital y comercio electrónico.;Mesa 3: Privacidad en línea y protección de datos personales.;Mesa 7: Seguridad digital y cibercrimen.;Mesa 6: Libertad de expresión en internet: fake news, censura de internet, trolls y otras amenazas.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 2: Gobierno electrónico.;Mesa 5: Economía digital y comercio electrónico.;Mesa 7: Seguridad digital y cibercrimen.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 2: Gobierno electrónico.;Mesa 3: Privacidad en línea y protección de datos personales.;Mesa 3: Privacidad en línea y protección de datos personales.;Mesa 3: Privacidad en línea y protección de datos personales.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 1: Infraestructura y servicios de internet en Bolivia.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 1: Infraestructura y servicios de internet en Bolivia.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 1: Infraestructura y servicios de internet en Bolivia.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 1: Infraestructura y servicios de internet en Bolivia.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 1: Infraestructura y servicios de internet en Bolivia.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 1: Infraestructura y servicios de internet en Bolivia.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 1: Infraestructura y servicios de internet en Bolivia.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 1: Infraestructura y servicios de internet en Bolivia.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 1: Infraestructura y servicios de internet en Bolivia.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 1: Infraestructura y servicios de internet en Bolivia.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 1: Infraestructura y servicios de internet en Bolivia.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 1: Infraestructura y servicios de internet en Bolivia.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 1: Infraestructura y servicios de internet en Bolivia.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 1: Infraestructura y servicios de internet en Bolivia.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 1: Infraestructura y servicios de internet en Bolivia.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 1: Infraestructura y servicios de internet en Bolivia.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 1: Infraestructura y servicios de internet en Bolivia.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 1: Infraestructura y servicios de internet en Bolivia.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 1: Infraestructura y servicios de internet en Bolivia.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 8: Democracia digital en los procesos electorales.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 3: Privacidad en línea y protección de datos personales.;Mesa 3: Privacidad en línea y protección de datos personales.;Mesa 3: Privacidad en línea y protección de datos personales.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 5: Economía digital y comercio electrónico.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 1: Infraestructura y servicios de internet en Bolivia.;Mesa 4: La educación frente a los desafíos de la transformación digital.;Mesa 1: Infraestructura y servicios de internet en Bolivia.;Mesa 4: La educación frente a los desafíos de la transformación digital.;Mesa 5: Economía digital y comercio electrónico.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 1: Infraestructura y servicios de internet en Bolivia.;Mesa 7: Seguridad digital y cibercrimen.;Mesa 7: Seguridad digital y cibercrimen.;Mesa 7: Seguridad digital y cibercrimen.;Mesa 7: Seguridad digital y cibercrimen.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 3: Privacidad en línea y protección de datos personales.;Mesa 3: Privacidad en línea y protección de datos personales.;Mesa 7: Seguridad digital y cibercrimen.;"
"¿Cuál fue la mesa que más le agradó del IGF Bolivia 2018?","Mesa 4: La educación frente a los desafíos de la transformación digital.;"
"¿Qué temática hubiera querido incluir en el IGF Bolivia 2018?","Inteligencia artificial"
"¿Qué temática hubiera querido incluir en el IGF Bolivia 2018?","Ninguno"
"¿Qué temática hubiera querido incluir en el IGF Bolivia 2018?","......."
"¿Qué temática hubiera querido incluir en el IGF Bolivia 2018?","¿Qué temática hubiera querido incluir en el IGF Bolivia 2018?"
"¿Qué temática hubiera querido incluir en el IGF Bolivia 2018?","Identificación de nuevos temas y su aplicación con TIC en Bolivia - recuento de experiencias (invitación, video descriptivo de sus representantes)"
"¿Qué temática hubiera querido incluir en el IGF Bolivia 2018?","prevención y educación digital"
"¿Qué temática hubiera querido incluir en el IGF Bolivia 2018?","Transparencia Electrónica"
"¿Qué temática hubiera querido incluir en el IGF Bolivia 2018?","Inteligencia artificial, innovación y startups, emprendiemiento"
"¿Qué temática hubiera querido incluir en el IGF Bolivia 2018?","Ninguno"
"¿Qué temática hubiera querido incluir en el IGF Bolivia 2018?","Proteccion contra malware virus"
